"Y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125"
39.693,0.6,-0.901,1.739,-2.4,0.521,-2.097,1.412,-2.029,1.754,1.82,-1.698,1.801,0,0.347,-1.985,0.194,0.184,-0.828,0.548,2.078,1.781,-2.051,2.687,2.66,2.238,-0.388,-1.814,1,0.49,3.304,3.638,1.218,-4.033,0.09,-2.325,-1.608,-0.64,2.052,5.114,0.391,-2.234,1.934,-0.642,-4.4,0.471,-3.454,-0.59,1,-0.788,1.137,-0.545,-4.468,-0.516,1.983,-0.875,0.752,2.712,-3.553,-2.643,0.922,0.94,0.455,-1.455,-1.222,2.57,-1.124,-2.356,0.539,1.672,3.491,-1.126,2.552,1.445,5.071,0,-0.236,-2.939,0.422,"C",-1.233,-1.46,0,1.54,-0.09,1,-1.068,-1.677,-4.78,1,1.594,0.461,3.374,"B",1.922,1,0.122,-0.696,1.106,1.985,0,-2.636,0.838,1.326,-0.486,-3.204,-0.799,-1.721,-0.346,-3.966,2.196,1.395,0.725,3.24,0.599,-3.543,-0.36,0,4.344,"B",-3.863,1.728,1.467,-0.948,3.693,1
39.761,6.3,1.554,1.649,0.5,0.579,-3.923,0.351,-0.324,1.936,2.765,-1.456,0.435,1,0.128,0.662,4.667,-0.468,-2.382,0.203,-1.018,-1.959,1.299,0.022,1.752,1.592,-0.368,2.546,1,-1.284,-0.376,-0.899,-0.219,3.606,5.674,-0.06,-4.221,0.733,-3.179,4.721,0.596,2.6,1.722,1.009,1.1,0.176,-5.073,3.148,0,3.804,-0.263,-2.521,-0.907,-4.543,0.299,-0.842,1.652,0.567,-1.909,-1.035,0.221,-3.042,1.902,-2.027,0.588,-0.17,0.08,-0.14,0.636,0.539,3.618,0.447,0.554,-0.491,-1.999,0,-2.762,0.193,0.436,"C",0.308,-2.595,0,-4.705,-1.584,0,0.504,-5.034,0.089,0,1.959,-3.821,0.842,"B",2.473,1,0.842,-1.174,3.251,2.812,0,-0.887,0.402,-1.361,0.252,-0.456,0.147,3.108,-1.791,0.712,1.336,-2.359,-1.874,-2.123,0.872,-1.969,0.99,0,-2.767,"B",-0.814,1.304,0.912,2.464,0.985,0
15.02,-0.4,-2.189,1.503,0.2,0.461,-0.057,4.741,1.275,2.265,2.544,-2.532,2.557,1,0.359,0.09,-0.259,-3.62,3.759,0.067,-0.907,-2.723,0.21,-0.043,0.751,1.462,0.617,1.219,0,-3.87,-2.296,1.896,2.368,-1.487,0.057,3.08,1.466,-0.071,0.407,-0.556,1.147,2.034,3.957,0.566,-1,-0.499,0.054,-3.929,0,-2.513,-2.615,5.292,-2.699,2.912,-0.843,-2.392,-4.443,-1.202,0.795,-0.885,-1.147,-0.32,0.601,-1.572,0.211,-1.43,0.828,-0.14,0.508,2.638,1.113,-3.374,-1.823,-0.725,-2.155,0,0.415,0.643,0.584,"B",0.244,2.417,0,-3.075,-1.443,1,4.184,1.246,-1.745,0,2.007,0.229,1.02,"A",-2.771,0,-1.176,0.417,-0.849,-2.16,0,0.085,-4.232,-0.893,-0.076,-0.486,-1.031,-0.015,1.153,-2.132,-2.411,-1.425,1.146,-2.153,-1.006,0.361,-1.813,0,-0.842,"B",0.249,-3.107,-0.488,1.807,-1.902,0
20.958,2.6,-1.5,1.762,0.5,0.508,0.308,0.801,-0.249,0.428,0.999,-0.137,0.094,1,0.107,0.03,1.427,-0.751,-3.106,0.258,0.869,-2.755,-0.274,-1.626,-2.689,-0.151,-1.528,3.374,1,2.077,-0.684,5.096,0.223,-2.573,2.092,0.695,-2.886,0.326,0.157,0.295,-1.366,0.018,-0.344,0.248,2.7,-0.926,-0.041,0.122,0,3.022,-0.25,-0.976,-1.123,-1.939,-1.201,4.836,1.304,1.457,-2.037,-1.025,-3.833,-2.667,-0.085,0.066,-0.775,0.27,1.737,2.307,0.964,3.905,0.608,3.889,1.748,1.71,-2.554,1,-1.07,1.282,0.436,"C",0.224,-1.729,0,-1.009,3.894,0,-3.164,-1.036,1.054,0,-0.646,4.139,2.088,"B",1.406,0,-0.599,-2.909,0.635,-0.183,0,2.663,2.369,-0.339,-2.352,2.078,0.203,-0.193,0.903,0.799,0.877,-1.087,1.115,3.827,1.172,-2.871,-0.57,1,-0.936,"B",0.953,-3.11,0.552,3.742,0.654,1
-8.75,-3.5,-0.761,-0.547,-1.7,0.547,-1.905,3.118,0.639,1.51,-2.509,-0.634,-2.599,0,0.115,-0.23,1.834,-1.997,0.226,0.183,2.676,-0.488,1.049,-0.812,-0.368,-2.403,-0.242,-3.879,0,-0.567,1.975,0.49,-2.953,-1.675,-0.062,-1.467,-3.761,5.552,1.696,1.438,2.963,1.711,3.63,-1.984,-2.3,2.093,1.063,0.375,1,5.667,0.089,0.71,2.199,3.471,1.705,-0.584,-2.459,-1.727,-2.731,1.199,-0.081,-0.867,0.416,2.162,0.65,1.09,4.602,-1.689,0.152,-3.709,2.601,0.002,0.757,-1.523,3.046,1,-2.283,0.145,0.558,"A",-0.043,-1.835,1,-0.913,1.835,0,-1.227,-1.794,1.324,1,-0.982,-1.231,-1.763,"B",0.789,1,-2.134,-2.071,2.406,1.411,0,2.072,1.715,0.4,1.633,-0.886,0.878,-1.179,1.738,4.273,1.612,-2.605,-3.252,-1.911,1.265,-1.845,0.196,1,-0.341,"D",-0.377,0.89,-0.487,-3.045,1.464,1
15.764,-0.3,-1.444,-6.069,1.6,0.431,-0.494,0.641,-0.049,-1.298,-0.276,-2.936,-0.041,0,0.385,1.405,1.526,2.389,-2.323,0.273,-0.644,0.447,-0.165,3.879,1.719,-0.639,1.923,-0.578,0,-2.819,-0.304,-0.828,0.142,1.681,-0.448,2.78,1.248,1.567,-0.283,-0.713,-0.021,-1.817,-3.017,-1.02,-1.6,-3.934,3.33,-0.362,0,-1.605,1.625,0.175,-2.305,-1.317,-0.873,2.135,0.564,1.585,-1.985,-2.051,1.105,0.994,-3.617,-2.397,-4.153,2.98,0.939,0.076,0.583,-3.586,2.263,-1.694,0.776,-0.567,-4.237,1,-1.621,1.911,0.259,"C",-2.154,-0.024,0,0.693,-1.104,0,1.722,-2.442,-2.446,1,-0.386,0.818,-0.561,"B",2.729,0,-0.128,0.279,0.568,0.092,0,-2.34,0.604,-3.32,1.074,2.002,-0.82,-1.814,1.145,1.593,2.644,-1.329,0.964,-2.045,-0.856,2.655,2.528,0,2.066,"B",-0.446,-2.515,0.857,1.049,0.545,0
30.597,0.1,-0.861,-2.974,-3.1,0.536,-0.606,-1.915,-1.5,4.959,-2.621,-2.256,-1.607,0,0.168,4.572,0.756,0.713,-1.253,0.597,-1.383,0.921,-0.363,1.29,1.775,2.842,-2.252,-3.718,0,1.446,0.584,-1.579,2.747,3.463,2.982,-1.064,-0.935,0.959,0.452,-1.161,-2.844,0.339,-1.737,0.619,0.6,-1.561,0.177,3.535,0,-3.708,0.066,-0.403,-2.549,-0.279,-4.233,-0.471,-0.463,-0.386,-0.903,-4.293,-1.164,1.909,-0.338,6.576,1.118,0.64,2.565,-1.337,0.241,-1.743,1.036,-1.607,0.887,0.846,-1.223,0,-0.465,-1.634,0.366,"B",-1.109,3.481,1,-1.866,-3.54,0,1.662,-0.984,-1.603,0,2.711,2.315,-3.362,"B",-1.077,0,0.282,-0.192,-1.664,-0.869,0,-0.485,-0.61,0.186,-2.368,0.474,1.791,-0.713,0.05,0.52,-1.609,-0.524,2.749,-0.322,-0.35,-1.452,-0.384,0,-0.43,"B",1.578,-0.153,0.536,-1.162,-0.031,1
-18.556,-1.2,0.104,-1.656,0.7,0.576,-0.654,-2.649,2.803,2.879,1.97,0.137,-2.233,1,0.288,-1.492,-1.907,-0.395,3.17,0.222,-1.022,-2.78,-0.332,-1.804,1.237,-0.432,0.823,-2.794,0,4.062,3.263,1.876,-1.974,0.87,2.17,-1.576,-2.081,-3.514,2.255,5.466,2.298,1.184,-3.236,-0.102,-0.5,-2.157,1.777,1.405,1,-1.797,-1.37,3.314,2.317,0.618,1.356,0.468,-2.227,-2.873,-3.605,2.358,-1.518,4.324,-1.021,-0.854,-1.542,-0.01,-0.034,1.413,0.631,0.614,2.751,1.001,-3.079,-1.095,-0.662,0,3.625,0.684,0.541,"C",0.286,-4.699,0,-5.301,1.824,0,4.641,-2.53,1.593,0,1.357,1.747,-1.98,"B",-2.85,0,4.18,0.627,2.055,2.805,0,0.233,-2.645,0.119,-0.065,0.616,-2.388,-0.826,-0.958,3.068,1.79,-0.292,0.307,0.812,-0.251,1.645,-1.042,0,-3.146,"B",1.942,0.941,2.166,3.927,-4.678,0
38.027,-0.3,0.2,-0.284,0.9,0.473,-2.07,-1.649,0.76,-0.612,1.305,0.935,0.421,1,0.232,0.321,-1.263,1.621,0.23,0.138,-0.558,-0.431,1.1,0.871,0.026,-1.156,-2.213,0.759,1,1.461,-3.698,2.103,1.063,2.647,3.403,2.016,1.32,-2.023,-1.055,-1.745,-1.487,-1.248,0.923,-2.699,-1.6,2.057,-3.262,-0.49,0,-0.83,-0.52,-1.458,-1.918,0.802,0.272,-0.341,-0.001,-2.286,-0.044,2.539,2.593,-3.104,1.568,2.462,0.562,4.21,-0.779,0.165,0.763,-1.828,2.235,-1.653,3.276,3.592,1.33,0,2.288,1.056,0.372,"B",-1.777,2.183,1,-0.834,3.503,0,-0.971,1.991,1.035,1,-3.255,-0.68,0.33,"C",-1.166,1,-1.497,-0.465,1.061,-2.266,0,-2.775,-2.122,-0.029,0.359,-0.488,2.009,-1.111,-0.684,-1.275,1.899,-1.578,-2.218,-0.142,1.431,-1.395,-1.336,1,2.069,"B",-5.316,1.957,0.145,-1.064,3.002,0
21.417,1.3,2.135,2.55,-2.7,0.407,0.802,-0.085,-2.733,-1.221,4.448,1.694,-1.546,1,0.28,-0.117,1.588,-1.925,-0.856,0.157,2.242,2.294,-0.778,1.127,2.965,4.754,1.519,-0.513,0,1.758,-1.425,-0.154,1.846,-1.238,3.297,0.792,-1.609,2.293,-1.631,0.548,0.749,-1.882,-0.729,-2.928,1.8,0.142,-1.151,0.642,0,4.445,-0.997,-1.785,3.417,-0.935,1.106,-3.313,-0.967,0.838,2.667,4.023,1.274,0.008,-2.956,-0.926,0.719,-3.76,0.854,2.321,0.919,1.322,1.237,-1.885,0.706,0.216,-1.821,0,2.134,0.336,0.209,"C",0.179,-0.024,0,-4.405,1.037,1,3.816,0.051,2.321,0,4.218,3.138,0.735,"B",-1.132,0,-1.074,0.207,-1.441,-3.719,0,-0.426,-0.221,1.007,-2.38,-3.806,-2.28,-0.794,-1.203,-0.402,0.994,-1.641,-0.726,0.996,-0.102,-4.446,-2.21,0,1.439,"B",-1.847,-0.499,6.193,1.816,-0.082,1
21.648,-1.1,-1.984,1.344,1,0.504,0.214,0.665,-2.179,-1.714,-1.675,-0.031,0.131,0,0.391,-0.911,1.696,-0.546,1.2,0.121,0.129,0.118,-3.394,2.74,-1.489,0.708,0.067,-2.24,1,1.109,-0.011,1.381,-1.461,1.048,1.294,-3.235,0.771,1.699,-3.222,0.46,-3.424,-3.887,0.972,-1.041,-2.2,-5.342,0.48,0.734,0,4.56,-1.957,-2.599,1.207,-2.98,0.921,2.537,1.449,3.061,0.059,0.436,-2.908,0.799,1.713,2.623,-0.76,-1.08,-1.272,-0.038,0.807,-1.509,3.516,1.315,1.631,-0.153,-1.444,0,-1.139,2.294,0.352,"C",4.614,2.087,1,3.207,-3.739,0,1.34,-0.92,0.29,0,-0.225,-5.35,-0.738,"B",-4.084,0,2.506,1.117,-0.301,2.119,0,-2.371,1.156,-0.078,-0.342,-0.327,3.719,0.399,0.044,-2.712,-0.434,-0.766,-3.722,2.11,-0.64,2.007,-2.342,0,3.246,"B",-0.384,0.003,-3.333,-5.045,-0.902,0
22.745,-0.7,-2.977,2.957,-1.4,0.423,2.249,-1.51,1.22,-3.162,-1.75,4.883,-0.43,1,0.398,-2.018,-1.308,1.431,-0.192,0.276,-1.678,1.825,-1.884,3.903,2.856,0.208,3.298,-2.853,1,-0.569,-1.097,0.793,-1.514,-5.207,0.479,-1.055,-1.125,-1.643,-1.518,1.509,0.321,-0.295,-1.657,-4.096,-1.5,0.269,0.826,1.249,0,-0.562,0.099,0.133,5.689,-1.054,0.243,1.704,-0.793,3.091,0.421,-2.52,0.939,1.297,2.409,1.575,-0.82,3.15,0.35,2.25,0.806,-1.042,2.093,2.191,-0.106,0.284,6.323,0,3.145,0.978,0.209,"C",-0.8,-0.097,0,-0.917,-1.697,0,-0.487,-2.035,-1.521,0,-0.315,-0.081,-1.441,"B",2.132,0,-4.178,0.01,-1.31,-0.693,0,-1.602,0.542,1.164,-2.988,-0.44,-2.363,2.581,1.278,-0.216,-1.164,-0.349,-1.63,-2.108,0.551,-0.204,-0.212,0,2.524,"B",-4.009,1.692,2.388,-2.384,-0.714,1
9.925,-0.4,0.709,-2.305,-0.4,0.58,4.868,-5.608,3.515,-0.754,-2.842,1.273,0.134,0,0.182,1.912,0.316,0.561,-0.805,0.249,0.674,1.087,-0.314,0.351,0.869,-0.493,1.111,0.154,0,-1.349,0.797,-1.982,-0.455,0.615,-0.877,-1.263,0.631,-0.64,4.052,0.026,0.691,1.894,-0.41,-3.34,-1.9,0.416,-1.635,-2.967,0,-0.739,2.888,-2.101,-0.203,0.579,-0.13,-0.303,-0.59,0.197,2.659,0.589,-0.224,-0.169,-0.629,-2.024,-0.929,-1.36,3.145,1.378,0.165,-2.748,3.695,1.373,0.689,0.587,4.519,1,2.172,0.637,0.209,"B",1.745,-3.564,0,0.772,1.061,1,-1.144,1.596,-1.725,0,-1.158,1.982,0.211,"B",0.823,0,1.057,-0.697,-0.847,-0.38,0,0.345,2.605,-3.231,-1.131,3.485,1.549,0.833,2.145,-0.505,-0.169,-0.783,-1.195,0.763,-1.029,2.383,-2.641,0,0.892,"B",-2.803,0.429,-1.741,2.192,0.317,1
10.355,-2.3,2.248,0.127,1.4,0.444,-0.59,-4.975,1.989,-2.199,-0.69,0.482,0.75,1,0.186,-0.028,3.012,2.657,4.507,0.042,-2.108,-2.082,-0.211,0.358,2.768,-2.95,-1.818,0.738,1,-1.431,1.484,-0.59,1.543,4.74,2.308,0.41,1.102,0.501,-0.253,0.289,1.337,-2.207,1.921,2.164,-0.1,-0.193,-1.021,0.608,0,0.658,3.808,0.544,0.09,1.865,0.045,-3.531,-0.394,-0.526,1.393,1.964,-1.768,2.435,1.997,0.074,-0.355,-1.04,3.032,1.42,0.882,1.474,2.139,0.439,0.371,5.861,-0.413,0,1.955,-2.02,0.482,"C",1.399,-1.595,1,2.533,-0.47,1,-2.078,-0.477,-1.598,0,0.66,-0.085,-2.512,"B",1.521,1,7.12,-2.449,-0.376,-0.682,0,-1.201,-0.367,-1.382,0.983,2.69,0.291,-1.909,-2.007,0.258,-0.716,-4.748,0.722,5.13,1.726,0.602,-0.04,0,0.171,"B",4.313,0.582,-3.02,-4.225,0.102,1
17.075,0.1,1.528,-2.507,-3.5,0.525,-0.059,-0.774,1.031,-1.489,-0.85,-2.487,0.257,1,0.16,4.261,5.044,-4.613,1.784,0.313,1.909,4.531,-2.037,-1.184,-0.517,-2.198,2.924,-1.208,1,-0.541,-1.823,1.276,0.55,-2.779,1.666,-2.058,-0.678,0.834,1.372,-0.849,1.064,-0.351,2.352,1.069,1.3,0.58,-0.583,-2.936,0,0.513,-2.34,0.676,0.784,0.763,2.728,1.352,-0.432,1.008,1.48,1.906,2.366,0.039,4.465,3.235,2.971,-2.02,-0.913,2.915,0.827,0.396,-1.196,1.031,1.432,1.441,-1.435,0,-0.382,-2.621,0.52,"C",-3.489,-0.994,0,0.678,1.187,0,-0.596,1.041,0.269,0,1.502,2.293,2.488,"B",1.508,0,0.635,-2.536,0.516,-4.837,0,3.104,1.673,-0.538,-0.899,-1.308,1.257,2.755,1.084,-0.579,-2.633,-3.068,1.848,0.025,-3.632,-3.054,-3.724,0,-2.096,"B",2.97,-1.999,0.245,2.016,-0.417,1
-16.196,-2.3,-2.489,2.395,-1.6,0.473,-0.592,1.346,3.166,-1.345,1.091,-0.693,-2.186,1,0.159,1.954,-1.709,-0.198,0.435,0.121,3.684,-1.382,3.822,-3.693,0.133,0.145,-0.98,-1.063,0,0.626,-1.639,-2.641,-2.121,-1.541,-1.271,0.243,1.106,-0.924,1.01,4.144,1.755,-0.814,1.912,-0.662,-0.1,-1.196,-1.357,-1.688,0,2.026,3.092,1.779,-0.223,-3.28,-5.252,0.251,-2.359,2.932,1.122,-1.984,0.489,1.601,1.018,0.067,-1.344,3.32,-0.634,0.72,0.929,-0.798,-3.247,-0.54,0.05,-1.841,-5.247,1,-0.211,1.002,0.481,"B",4.474,-2.491,0,0.479,-1.631,0,1.852,0.01,0.876,0,-0.025,2.126,3.067,"B",0.556,0,1.187,-0.916,-1.182,2.209,0,2.903,1.85,0.585,1.32,0.936,2.67,4.019,-0.26,-3.019,1.428,-4.188,2.165,0.929,-2.821,-2.416,-0.586,1,0.902,"B",0.569,1.189,-0.395,1.432,-1.727,0
4.172,-0.3,-0.141,-3.1,2.4,0.558,3.11,0.954,-1.132,-2.379,-1.517,-1.607,2.059,0,0.397,0.065,-1.753,-0.664,2.024,0.126,-4.68,-0.39,0.799,1.467,0.213,-0.788,0.048,-2.415,1,3.34,1.896,2.739,-0.716,0.179,1.075,1.144,0.703,-1.091,-3.83,-2.39,-1.409,0.224,-0.984,1.239,-1,-0.94,-4.549,-2.508,0,-0.538,0.851,-0.091,3.574,-1.55,0.613,3.495,1.11,2.017,2.52,-2.869,0.861,0.806,-0.966,2.924,-0.569,0.09,-0.009,0.315,0.404,0.95,1.612,2.475,1.215,1.67,-1.959,0,2.566,-1.298,0.559,"C",-3.721,3.127,0,0.229,-1.72,0,-1.941,-1.382,-0.74,0,1.573,1.68,-1.748,"B",0.076,1,-2.673,2.03,0.564,-1.164,0,4.098,-1.16,5.775,3.882,-3.239,1.139,-0.886,-3.242,-0.555,1.378,-0.286,4.16,-2.875,-3.237,1.596,0.946,0,0.004,"B",2.05,2.054,0.452,0.902,0.071,0
18.005,0.8,0.068,0.472,-0.3,0.591,1.941,0.61,0.62,0.905,1.594,-1.475,-3.552,1,0.387,-1.709,3.685,-2.763,0.757,0.096,-0.936,-0.951,-2.847,1.441,0.459,1.797,-2.061,0.453,0,1.785,-2.472,-0.878,5.232,-0.917,2.636,1.063,1.408,3.54,1.166,-1.311,-3.012,2.693,0.952,2.418,4,0.707,1.657,2.726,1,0.35,1.703,3.287,2.796,-1.137,1.574,3.24,-0.419,-1.823,-2.227,-0.441,-1.346,-1.308,-3.705,-2.333,3.086,-0.71,2.422,0.56,0.596,-2.795,-0.686,-0.502,0.948,-3.192,-1.527,0,-1.033,2.466,0.247,"B",-0.479,-0.15,0,0.976,-1.487,0,-0.112,-1.603,-0.296,1,2.648,2.506,-1.334,"A",-1.234,0,0.451,1.553,-1.671,-1.252,0,0.106,0.257,6.322,2.299,0.679,1.44,-2.319,-0.411,-0.099,1.96,-0.016,0.111,0.696,1.634,-2.112,-1.984,0,1.69,"B",1.384,0.504,-1.237,-3.413,0.904,1
10.461,1.8,-0.387,-0.003,-2,0.537,-3.384,-0.124,-0.783,0.861,-4.275,1.507,-0.055,0,0.252,1.407,-2.728,-1.89,-0.603,0.105,-0.179,1.254,-1.463,-1.649,0.88,-3.381,2.306,2.944,0,-2.031,-1.362,1.116,-2.578,2.397,1.248,-5.259,-1.511,-0.983,1.392,-0.742,-3.335,-4.074,0.159,2.374,0.2,-2.573,3.288,-1.419,0,-0.426,-1.744,-0.316,5.715,2.131,0.589,2.351,0.376,0.708,2.202,0.768,-0.321,-2.615,-0.514,0.703,-2.914,-0.97,-3.483,0.486,0.367,0.625,1.314,1.821,0.139,3.413,-0.573,0,2.758,2.518,0.295,"B",-0.095,1.868,0,2.146,0.926,0,3.147,-0.923,-1.722,0,4.358,-1.369,3.183,"A",1.164,0,-0.433,0.306,-0.684,3.772,0,2.041,0.859,-4.568,-2.121,0.44,-1.45,4.094,2.476,5.37,2.163,-2.194,-0.92,2.49,0.021,2.562,2.906,1,-0.556,"B",-2.131,1.633,-2.51,-1.527,-0.441,0
-8.03,2.3,-2.235,-1.749,0.9,0.402,3.438,2.038,0.608,0.463,-0.132,-6.049,-2.84,0,0.171,1.457,-1.536,-2.384,2.323,0.501,1.083,2.812,3.443,-0.938,-4.582,3.911,0.084,1.49,0,0.699,-3.444,0.965,3.454,-1.121,3.236,-2.402,0.425,-1.001,-2.425,0.222,0.478,0.801,3.819,2.282,-1.4,0.187,1.921,-3.564,0,-2.291,1.084,-1.879,1.218,-1.797,2.396,-4.107,-2.081,-4.749,-5.996,-0.388,1.1,-1.665,-1.664,1.078,1.194,-1.47,0.582,0.858,0.845,2.873,-0.857,-1.664,-0.349,1.437,-0.517,0,-0.892,2.682,0.428,"C",0.301,4.086,0,-2.821,-2.82,0,-1.148,4.449,-0.881,1,-2.974,-2.379,2.149,"B",-0.075,0,1.644,2.336,-0.142,-2.399,0,-1.325,0.482,2.078,-2.159,-1.975,-0.543,2.159,0.645,4.628,-2.061,1.335,-0.386,-1.6,-2.947,0.949,-2.377,0,-0.968,"D",-0.075,-1.664,-3.235,1.214,-0.802,0
-0.853,-0.5,0.436,2.271,3.2,0.592,-3.86,-2.105,2.556,3.408,-1.723,-1.985,-0.997,1,0.255,0.898,-1.82,2.151,1.198,0.126,0.924,-1.174,1.59,-1.32,-0.935,-0.998,-3.75,2.728,0,1.579,1.673,-0.905,2.424,-0.483,1.77,-2.365,-2.13,-1.393,-1.746,-0.36,3.266,0.181,-0.238,-1.258,4.4,-0.483,0.489,-0.522,0,0.469,0.009,-1.64,0.672,-4.278,-1.334,0.991,0.041,0.263,-0.308,3.059,3.782,-1.314,-1.479,-1.021,-0.929,-1.99,-1.491,0.421,0.857,1.047,2.475,0.094,-0.71,-1.09,4.035,0,1.858,0.359,0.413,"C",-2.947,-1.013,0,-0.8,1.419,1,-1.063,-1.877,-2.263,1,1.198,-1.38,-0.434,"B",0.657,0,-4.303,1.723,-0.2,2.22,0,2.848,1.62,3.339,1.066,-1.005,-0.506,-1.1,0.376,-1.815,-5.598,3.789,4.072,-0.408,-0.362,0.419,2.843,0,-2.069,"B",-2.194,3.005,1.022,0.016,-1.19,0
4.717,-2.4,-0.141,-3.311,1.9,0.5,0.235,-3.172,-0.485,-0.626,-1.461,1.251,-1.86,0,0.273,1.946,-1.098,-0.329,-2.703,0.362,-2.484,-3.166,-0.396,1.776,-1.578,-4.794,-1.32,-3.455,1,1.196,-0.252,2.132,-0.134,-0.131,2.206,-2.309,-2.364,0.491,-0.321,-2.719,2.977,-2.802,-2.441,-0.934,1,-0.707,3.985,1.927,0,-1.693,-0.473,-1.509,-4.177,0.109,6.428,0.12,2.264,-1.212,-3.142,0.456,0.894,0.624,2.315,0.394,-2.467,1.15,-2.832,2.021,0.556,2.691,0.8,0.459,0.881,-1.306,3.359,0,-4.388,-2.039,0.236,"C",-1.237,3.376,0,2.712,1.611,0,0.23,-0.996,1.626,0,1.276,-4.566,-3.149,"B",-1.401,0,-1.547,1.298,1.279,-1.435,0,1.804,1.715,0.156,2.746,1.069,1.142,-1.895,-0.957,1.212,-4.21,0.567,-1.838,0.518,0.595,1.408,-0.81,1,2.544,"C",0.999,0.821,-1.996,4.787,0.534,1
27.094,-0.9,0.607,-0.561,-0.1,0.508,-3.709,-0.749,-1.753,-1.907,-0.127,-0.241,0.808,0,0.166,-2.647,-0.394,-1.481,3.328,0.594,0.49,-0.213,1.413,4.427,-0.913,-2.823,0.274,3.505,1,5.218,1.973,-3.692,-4.781,-4.545,-1.471,-3.553,0.629,-3.546,-1.464,-1.033,-1.852,-0.49,-1.761,-0.755,2.8,-3.604,-0.606,-0.259,1,1.643,-0.372,-3.373,0.82,1.416,-2.703,0.916,-5.014,0.136,3.964,0.227,-0.891,5.43,-0.805,2.022,-0.745,-1.24,-0.877,-0.049,0.329,-1.804,2.408,-0.248,0.658,0.798,1.993,0,-2.083,3.176,0.459,"A",1.472,3.716,0,-0.084,1.483,0,0.788,1.557,1.707,0,-3.438,1.941,1.565,"B",0.186,0,-0.397,-2.255,1.816,-0.038,0,-0.757,1.851,-0.332,-0.395,0.144,-3.312,-1.138,-0.207,1.622,0.345,-0.508,-5.797,-1.471,-0.549,3.757,1.004,1,1.771,"D",1.357,-1.014,-1.98,-1.688,0.416,0
11.41,-2.3,-1.404,2.338,1.4,0.412,-0.298,-0.437,1.689,-1.17,2.201,1.599,1.098,0,0.167,1.672,0.68,-1.699,0.628,0.339,0.504,2.5,2.469,-0.606,0.931,0.744,0.055,1.169,1,-1.571,2.733,0.563,1.257,-1.73,2.046,0.143,1.611,0.86,-1.364,0.514,-1.687,3.212,0.658,0.243,-0.3,-1.153,-3.397,2.915,0,-1.894,-1.527,4.434,-0.017,1.093,-2.822,0.961,-0.37,0.323,0.604,-1.217,0.146,-1.185,1.251,-1.599,-1.706,5.01,-0.931,1.446,0.807,1.641,3.065,-0.031,2.273,-0.849,2.106,1,0.617,0.696,0.52,"C",0.728,-0.452,0,-2.993,0.751,1,-2.012,0.239,0.975,1,-0.079,3.436,-1.526,"C",0.852,1,2.176,0.402,0.808,-1.92,0,0.611,-0.734,0.239,3.625,4.796,2.147,-0.137,1.07,-3.546,1.746,3.267,-0.554,-0.772,0.846,-0.173,-2.54,1,0.976,"D",-2.277,0.887,-2.171,0.084,2.229,0
17.015,0,0.656,-2.1,0.8,0.432,0.643,-4.922,1.59,0.93,-0.266,2.006,0.614,1,0.348,0.128,0.721,-1.714,-0.784,0.224,0.904,-1.472,-1.1,-1.349,-0.818,-2.988,0.429,-1.118,0,0.741,3.474,0.729,2.571,-0.051,2.218,-1.565,-0.488,-3.285,-1.398,-0.546,-0.824,-0.686,-2.568,-2.249,0.6,-0.425,-2.442,0.453,0,-1.657,-0.228,3.001,2.114,0.961,-4.612,4.083,2.317,2.713,-2.312,1.362,-2.883,-1.599,-0.019,0.995,1.973,1.69,-0.441,2.106,0.691,1.652,-0.105,1.813,0.308,-0.416,1.812,0,-0.247,3.015,0.247,"C",-2.86,-0.305,0,-3.161,-3.079,1,-3.157,-0.973,0.531,1,-0.662,-2.068,0.203,"A",-1.549,0,2.09,-1.762,0.253,-0.632,0,-0.472,2.577,-1.506,1.221,-0.976,-1.593,-5.118,2.215,-1.484,0.619,-0.276,-1.148,1.051,2.872,2.677,-0.21,0,0.318,"C",0.195,-1.045,-1.956,2.409,0.619,0
